source language,target language,translation engine,is preferred engine?
mg,cs,Yandex,False
mg,cv,Yandex,False
mg,cy,Yandex,False
mg,da,Yandex,False
mg,de,Yandex,False
mg,el,Yandex,False
mg,en,Yandex,False
mg,eo,Yandex,False
mg,es,Yandex,False
mg,et,Yandex,False
mg,eu,Yandex,False
mg,fa,Yandex,False
mg,fi,Yandex,False
mg,fr,Yandex,False
mg,ga,Yandex,False
mg,gd,Yandex,False
mg,gl,Yandex,False
mg,gu,Yandex,False
mg,he,Yandex,False
mg,hi,Yandex,False
mg,hr,Yandex,False
mg,ht,Yandex,False
mg,hu,Yandex,False
mg,hy,Yandex,False
mg,id,Yandex,False
mg,is,Yandex,False
mg,it,Yandex,False
mg,ja,Yandex,False
mg,jv,Yandex,False
mg,ka,Yandex,False
mg,kk,Yandex,False
mg,km,Yandex,False
mg,kn,Yandex,False
mg,ko,Yandex,False
mg,ky,Yandex,False
mg,la,Yandex,False
mg,lb,Yandex,False
mg,lo,Yandex,False
mg,lt,Yandex,False
mg,lv,Yandex,False
mg,mi,Yandex,False
mg,mhr,Yandex,False
mg,ml,Yandex,False
mg,mk,Yandex,False
mg,mn,Yandex,False
mg,mrj,Yandex,False
mg,mr,Yandex,False
mg,ms,Yandex,False
mg,mt,Yandex,False
mg,my,Yandex,False
mg,nb,Yandex,False
mg,ne,Yandex,False
mg,nl,Yandex,False
mg,pa,Yandex,False
mg,pap,Yandex,False
mg,pl,Yandex,False
mg,pt,Yandex,False
mg,ro,Yandex,False
mg,ru,Yandex,False
mg,sah,Yandex,False
mg,sh,Yandex,False
mg,si,Yandex,False
mg,simple,Yandex,False
mg,sk,Yandex,False
mg,sl,Yandex,False
mg,sq,Yandex,False
mg,sr,Yandex,False
mg,su,Yandex,False
mg,sv,Yandex,False
mg,sw,Yandex,False
mg,ta,Yandex,False
mg,te,Yandex,False
mg,tg,Yandex,False
mg,th,Yandex,False
mg,tl,Yandex,False
mg,tr,Yandex,False
mg,tt,Yandex,False
mg,udm,Yandex,False
mg,uk,Yandex,False
mg,ur,Yandex,False
mg,uz,Yandex,False
mg,vi,Yandex,False
mg,wuu,Yandex,False
mg,xh,Yandex,False
mg,yi,Yandex,False
mg,zh,Yandex,False
mhr,af,Yandex,False
mhr,am,Yandex,False
mhr,ar,Yandex,False
mhr,az,Yandex,False
mhr,ba,Yandex,False
mhr,be,Yandex,False
mhr,be-tarask,Yandex,False
mhr,bn,Yandex,False
mhr,bg,Yandex,False
mhr,bs,Yandex,False
mhr,ca,Yandex,False
mhr,ceb,Yandex,False
mhr,cs,Yandex,False
mhr,cv,Yandex,False
mhr,cy,Yandex,False
mhr,da,Yandex,False
mhr,de,Yandex,False
mhr,el,Yandex,False
mhr,en,Yandex,False
mhr,eo,Yandex,False
mhr,es,Yandex,False
mhr,et,Yandex,False
mhr,eu,Yandex,False
mhr,fa,Yandex,False
mhr,fi,Yandex,False
mhr,fr,Yandex,False
mhr,ga,Yandex,False
mhr,gd,Yandex,False
mhr,gl,Yandex,False
mhr,gu,Yandex,False
mhr,he,Yandex,False
mhr,hi,Yandex,False
mhr,hr,Yandex,False
mhr,ht,Yandex,False
mhr,hu,Yandex,False
mhr,hy,Yandex,False
mhr,id,Yandex,False
mhr,is,Yandex,False
mhr,it,Yandex,False
mhr,ja,Yandex,False
mhr,jv,Yandex,False
mhr,ka,Yandex,False
mhr,kk,Yandex,False
mhr,km,Yandex,False
mhr,kn,Yandex,False
mhr,ko,Yandex,False
mhr,ky,Yandex,False
mhr,la,Yandex,False
mhr,lb,Yandex,False
mhr,lo,Yandex,False
mhr,lt,Yandex,False
mhr,lv,Yandex,False
mhr,mi,Yandex,False
mhr,mg,Yandex,False
mhr,ml,Yandex,False
mhr,mk,Yandex,False
mhr,mn,Yandex,False
mhr,mrj,Yandex,False
mhr,mr,Yandex,False
mhr,ms,Yandex,False
mhr,mt,Yandex,False
mhr,my,Yandex,False
mhr,nb,Yandex,False
mhr,ne,Yandex,False
mhr,nl,Yandex,False
mhr,pa,Yandex,False
mhr,pap,Yandex,False
mhr,pl,Yandex,False
mhr,pt,Yandex,False
mhr,ro,Yandex,False
mhr,ru,Yandex,False
mhr,sah,Yandex,False
mhr,sh,Yandex,False
mhr,si,Yandex,False
mhr,simple,Yandex,False
mhr,sk,Yandex,False
mhr,sl,Yandex,False
mhr,sq,Yandex,False
mhr,sr,Yandex,False
mhr,su,Yandex,False
mhr,sv,Yandex,False
mhr,sw,Yandex,False
mhr,ta,Yandex,False
mhr,te,Yandex,False
mhr,tg,Yandex,False
mhr,th,Yandex,False
mhr,tl,Yandex,False
mhr,tr,Yandex,False
mhr,tt,Yandex,False
mhr,udm,Yandex,False
mhr,uk,Yandex,False
mhr,ur,Yandex,False
mhr,uz,Yandex,False
mhr,vi,Yandex,False
mhr,wuu,Yandex,False
mhr,xh,Yandex,False
mhr,yi,Yandex,False
mhr,zh,Yandex,False
ml,af,Yandex,False
ml,am,Yandex,False
ml,ar,Yandex,False
ml,az,Yandex,False
ml,ba,Yandex,False
ml,be,Yandex,False
ml,be-tarask,Yandex,False
ml,bn,Yandex,False
ml,bg,Yandex,False
ml,bs,Yandex,False
ml,ca,Yandex,False
ml,ceb,Yandex,False
ml,cs,Yandex,False
ml,cv,Yandex,False
ml,cy,Yandex,False
ml,da,Yandex,False
ml,de,Yandex,False
ml,el,Yandex,False
ml,en,Yandex,False
ml,eo,Yandex,False
ml,es,Yandex,False
ml,et,Yandex,False
ml,eu,Yandex,False
ml,fa,Yandex,False
ml,fi,Yandex,False
ml,fr,Yandex,False
ml,ga,Yandex,False
ml,gd,Yandex,False
ml,gl,Yandex,False
ml,gu,Yandex,False
ml,he,Yandex,False
ml,hi,Yandex,False
ml,hr,Yandex,False
ml,ht,Yandex,False
ml,hu,Yandex,False
ml,hy,Yandex,False
ml,id,Yandex,False
ml,is,Yandex,False
ml,it,Yandex,False
ml,ja,Yandex,False
ml,jv,Yandex,False
ml,ka,Yandex,False
ml,kk,Yandex,False
ml,km,Yandex,False
ml,kn,Yandex,False
ml,ko,Yandex,False
ml,ky,Yandex,False
ml,la,Yandex,False
ml,lb,Yandex,False
ml,lo,Yandex,False
ml,lt,Yandex,False
ml,lv,Yandex,False
ml,mi,Yandex,False
ml,mg,Yandex,False
ml,mhr,Yandex,False
ml,mk,Yandex,False
ml,mn,Yandex,False
ml,mrj,Yandex,False
ml,mr,Yandex,False
ml,ms,Yandex,False
ml,mt,Yandex,False
ml,my,Yandex,False
ml,nb,Yandex,False
ml,ne,Yandex,False
ml,nl,Yandex,False
ml,pa,Yandex,False
ml,pap,Yandex,False
ml,pl,Yandex,False
ml,pt,Yandex,False
ml,ro,Yandex,False
ml,ru,Yandex,False
ml,sah,Yandex,False
ml,sh,Yandex,False
ml,si,Yandex,False
ml,simple,Yandex,False
ml,sk,Yandex,False
ml,sl,Yandex,False
ml,sq,Yandex,False
ml,sr,Yandex,False
ml,su,Yandex,False
ml,sv,Yandex,False
ml,sw,Yandex,False
ml,ta,Yandex,False
ml,te,Yandex,False
ml,tg,Yandex,False
ml,th,Yandex,False
ml,tl,Yandex,False
ml,tr,Yandex,False
ml,tt,Yandex,False
ml,udm,Yandex,False
ml,uk,Yandex,False
ml,ur,Yandex,False
ml,uz,Yandex,False
ml,vi,Yandex,False
ml,wuu,Yandex,False
ml,xh,Yandex,False
ml,yi,Yandex,False
ml,zh,Yandex,False
mk,af,Yandex,False
mk,am,Yandex,False
mk,ar,Yandex,False
mk,az,Yandex,False
mk,ba,Yandex,False
mk,be,Yandex,False
mk,be-tarask,Yandex,False
mk,bn,Yandex,False
mk,bg,Yandex,False
mk,bs,Yandex,False
mk,ca,Yandex,False
mk,ceb,Yandex,False
mk,cs,Yandex,False
mk,cv,Yandex,False
mk,cy,Yandex,False
mk,da,Yandex,False
mk,de,Yandex,False
mk,el,Yandex,False
mk,en,Yandex,False
mk,eo,Yandex,False
mk,es,Yandex,False
mk,et,Yandex,False
mk,eu,Yandex,False
mk,fa,Yandex,False
mk,fi,Yandex,False
mk,fr,Yandex,False
mk,ga,Yandex,False
mk,gd,Yandex,False
mk,gl,Yandex,False
mk,gu,Yandex,False
mk,he,Yandex,False
mk,hi,Yandex,False
mk,hr,Yandex,False
mk,ht,Yandex,False
mk,hu,Yandex,False
mk,hy,Yandex,False
mk,id,Yandex,False
mk,is,Yandex,False
mk,it,Yandex,False
mk,ja,Yandex,False
mk,jv,Yandex,False
mk,ka,Yandex,False
mk,kk,Yandex,False
mk,km,Yandex,False
mk,kn,Yandex,False
mk,ko,Yandex,False
mk,ky,Yandex,False
mk,la,Yandex,False
mk,lb,Yandex,False
mk,lo,Yandex,False
mk,lt,Yandex,False
mk,lv,Yandex,False
mk,mi,Yandex,False
mk,mg,Yandex,False
mk,mhr,Yandex,False
mk,ml,Yandex,False
mk,mn,Yandex,False
mk,mrj,Yandex,False
mk,mr,Yandex,False
mk,ms,Yandex,False
mk,mt,Yandex,False
mk,my,Yandex,False
mk,nb,Yandex,False
mk,ne,Yandex,False
mk,nl,Yandex,False
mk,pa,Yandex,False
mk,pap,Yandex,False
mk,pl,Yandex,False
mk,pt,Yandex,False
mk,ro,Yandex,False
mk,ru,Yandex,False
mk,sah,Yandex,False
mk,sh,Yandex,False
mk,si,Yandex,False
mk,simple,Yandex,False
mk,sk,Yandex,False
mk,sl,Yandex,False
mk,sq,Yandex,False
mk,sr,Yandex,False
mk,su,Yandex,False
mk,sv,Yandex,False
mk,sw,Yandex,False
mk,ta,Yandex,False
mk,te,Yandex,False
mk,tg,Yandex,False
mk,th,Yandex,False
mk,tl,Yandex,False
mk,tr,Yandex,False
mk,tt,Yandex,False
mk,udm,Yandex,False
mk,uk,Yandex,False
mk,ur,Yandex,False
mk,uz,Yandex,False
mk,vi,Yandex,False
mk,wuu,Yandex,False
mk,xh,Yandex,False
mk,yi,Yandex,False
mk,zh,Yandex,False
mn,af,Yandex,False
mn,am,Yandex,False
mn,ar,Yandex,False
mn,az,Yandex,False
mn,ba,Yandex,False
mn,be,Yandex,False
mn,be-tarask,Yandex,False
mn,bn,Yandex,False
mn,bg,Yandex,False
mn,bs,Yandex,False
mn,ca,Yandex,False
mn,ceb,Yandex,False
mn,cs,Yandex,False
mn,cv,Yandex,False
mn,cy,Yandex,False
mn,da,Yandex,False
mn,de,Yandex,False
mn,el,Yandex,False
mn,en,Yandex,False
mn,eo,Yandex,False
mn,es,Yandex,False
mn,et,Yandex,False
mn,eu,Yandex,False
mn,fa,Yandex,False
mn,fi,Yandex,False
mn,fr,Yandex,False
mn,ga,Yandex,False
mn,gd,Yandex,False
mn,gl,Yandex,False
mn,gu,Yandex,False
mn,he,Yandex,False
mn,hi,Yandex,False
mn,hr,Yandex,False
mn,ht,Yandex,False
mn,hu,Yandex,False
mn,hy,Yandex,False
mn,id,Yandex,False
mn,is,Yandex,False
mn,it,Yandex,False
mn,ja,Yandex,False
mn,jv,Yandex,False
mn,ka,Yandex,False
mn,kk,Yandex,False
mn,km,Yandex,False
mn,kn,Yandex,False
mn,ko,Yandex,False
mn,ky,Yandex,False
mn,la,Yandex,False
mn,lb,Yandex,False
mn,lo,Yandex,False
mn,lt,Yandex,False
mn,lv,Yandex,False
mn,mi,Yandex,False
mn,mg,Yandex,False
mn,mhr,Yandex,False
mn,ml,Yandex,False
mn,mk,Yandex,False
mn,mrj,Yandex,False
mn,mr,Yandex,False
mn,ms,Yandex,False
mn,mt,Yandex,False
mn,my,Yandex,False
mn,nb,Yandex,False
mn,ne,Yandex,False
mn,nl,Yandex,False
mn,pa,Yandex,False
mn,pap,Yandex,False
mn,pl,Yandex,False
mn,pt,Yandex,False
mn,ro,Yandex,False
mn,ru,Yandex,False
mn,sah,Yandex,False
mn,sh,Yandex,False
mn,si,Yandex,False
mn,simple,Yandex,False
mn,sk,Yandex,False
mn,sl,Yandex,False
mn,sq,Yandex,False
mn,sr,Yandex,False
mn,su,Yandex,False
mn,sv,Yandex,False
mn,sw,Yandex,False
mn,ta,Yandex,False
mn,te,Yandex,False
mn,tg,Yandex,False
mn,th,Yandex,False
mn,tl,Yandex,False
mn,tr,Yandex,False
mn,tt,Yandex,False
mn,udm,Yandex,False
mn,uk,Yandex,False
mn,ur,Yandex,False
mn,uz,Yandex,False
mn,vi,Yandex,False
mn,wuu,Yandex,False
mn,xh,Yandex,False
mn,yi,Yandex,False
mn,zh,Yandex,False
mrj,af,Yandex,False
mrj,am,Yandex,False
mrj,ar,Yandex,False
mrj,az,Yandex,False
mrj,ba,Yandex,False
mrj,be,Yandex,False
mrj,be-tarask,Yandex,False
mrj,bn,Yandex,False
mrj,bg,Yandex,False
mrj,bs,Yandex,False
mrj,ca,Yandex,False
mrj,ceb,Yandex,False
mrj,cs,Yandex,False
mrj,cv,Yandex,False
mrj,cy,Yandex,False
mrj,da,Yandex,False
mrj,de,Yandex,False
mrj,el,Yandex,False
mrj,en,Yandex,False
mrj,eo,Yandex,False
mrj,es,Yandex,False
mrj,et,Yandex,False
mrj,eu,Yandex,False
mrj,fa,Yandex,False
mrj,fi,Yandex,False
mrj,fr,Yandex,False
mrj,ga,Yandex,False
mrj,gd,Yandex,False
mrj,gl,Yandex,False
mrj,gu,Yandex,False
mrj,he,Yandex,False
mrj,hi,Yandex,False
mrj,hr,Yandex,False
mrj,ht,Yandex,False
mrj,hu,Yandex,False
mrj,hy,Yandex,False
mrj,id,Yandex,False
mrj,is,Yandex,False
mrj,it,Yandex,False
mrj,ja,Yandex,False
mrj,jv,Yandex,False
mrj,ka,Yandex,False
mrj,kk,Yandex,False
mrj,km,Yandex,False
mrj,kn,Yandex,False
mrj,ko,Yandex,False
mrj,ky,Yandex,False
mrj,la,Yandex,False
mrj,lb,Yandex,False
mrj,lo,Yandex,False
mrj,lt,Yandex,False
mrj,lv,Yandex,False
mrj,mi,Yandex,False
mrj,mg,Yandex,False
mrj,mhr,Yandex,False
mrj,ml,Yandex,False
mrj,mk,Yandex,False
mrj,mn,Yandex,False
mrj,mr,Yandex,False
mrj,ms,Yandex,False
mrj,mt,Yandex,False
mrj,my,Yandex,False
mrj,nb,Yandex,False
mrj,ne,Yandex,False
mrj,nl,Yandex,False
mrj,pa,Yandex,False
mrj,pap,Yandex,False
mrj,pl,Yandex,False
mrj,pt,Yandex,False
mrj,ro,Yandex,False
mrj,ru,Yandex,False
mrj,sah,Yandex,False
mrj,sh,Yandex,False
mrj,si,Yandex,False
mrj,simple,Yandex,False
mrj,sk,Yandex,False
mrj,sl,Yandex,False
mrj,sq,Yandex,False
mrj,sr,Yandex,False
mrj,su,Yandex,False
mrj,sv,Yandex,False
mrj,sw,Yandex,False
mrj,ta,Yandex,False
mrj,te,Yandex,False
mrj,tg,Yandex,False
mrj,th,Yandex,False
mrj,tl,Yandex,False
mrj,tr,Yandex,False
mrj,tt,Yandex,False
mrj,udm,Yandex,False
mrj,uk,Yandex,False
mrj,ur,Yandex,False
mrj,uz,Yandex,False
mrj,vi,Yandex,False
mrj,wuu,Yandex,False
mrj,xh,Yandex,False
mrj,yi,Yandex,False
mrj,zh,Yandex,False
mr,af,Yandex,False
mr,am,Yandex,False
mr,ar,Yandex,False
mr,az,Yandex,False
mr,ba,Yandex,False
mr,be,Yandex,False
mr,be-tarask,Yandex,False
mr,bn,Yandex,False
mr,bg,Yandex,False
mr,bs,Yandex,False
mr,ca,Yandex,False
mr,ceb,Yandex,False
mr,cs,Yandex,False
mr,cv,Yandex,False
mr,cy,Yandex,False
mr,da,Yandex,False
mr,de,Yandex,False
mr,el,Yandex,False
mr,en,Yandex,False
mr,eo,Yandex,False
mr,es,Yandex,False
mr,et,Yandex,False
mr,eu,Yandex,False
mr,fa,Yandex,False
mr,fi,Yandex,False
mr,fr,Yandex,False
mr,ga,Yandex,False
mr,gd,Yandex,False
mr,gl,Yandex,False
mr,gu,Yandex,False
mr,he,Yandex,False
mr,hi,Yandex,False
mr,hr,Yandex,False
mr,ht,Yandex,False
mr,hu,Yandex,False
mr,hy,Yandex,False
mr,id,Yandex,False
mr,is,Yandex,False
mr,it,Yandex,False
mr,ja,Yandex,False
mr,jv,Yandex,False
mr,ka,Yandex,False
mr,kk,Yandex,False
mr,km,Yandex,False
mr,kn,Yandex,False
mr,ko,Yandex,False
mr,ky,Yandex,False
mr,la,Yandex,False
mr,lb,Yandex,False
mr,lo,Yandex,False
mr,lt,Yandex,False
mr,lv,Yandex,False
mr,mi,Yandex,False
mr,mg,Yandex,False
mr,mhr,Yandex,False
mr,ml,Yandex,False
mr,mk,Yandex,False
mr,mn,Yandex,False
mr,mrj,Yandex,False
mr,ms,Yandex,False
mr,mt,Yandex,False
mr,my,Yandex,False
mr,nb,Yandex,False
mr,ne,Yandex,False
mr,nl,Yandex,False
mr,pa,Yandex,False
mr,pap,Yandex,False
mr,pl,Yandex,False
mr,pt,Yandex,False
mr,ro,Yandex,False
mr,ru,Yandex,False
mr,sah,Yandex,False
mr,sh,Yandex,False
mr,si,Yandex,False
mr,simple,Yandex,False
mr,sk,Yandex,False
mr,sl,Yandex,False
mr,sq,Yandex,False
mr,sr,Yandex,False
mr,su,Yandex,False
mr,sv,Yandex,False
mr,sw,Yandex,False
mr,ta,Yandex,False
mr,te,Yandex,False
mr,tg,Yandex,False
mr,th,Yandex,False
mr,tl,Yandex,False
mr,tr,Yandex,False
mr,tt,Yandex,False
mr,udm,Yandex,False
mr,uk,Yandex,False
mr,ur,Yandex,False
mr,uz,Yandex,False
mr,vi,Yandex,False
mr,wuu,Yandex,False
mr,xh,Yandex,False
mr,yi,Yandex,False
mr,zh,Yandex,False
ms,af,Yandex,False
ms,am,Yandex,False
ms,ar,Yandex,False
ms,az,Yandex,False
ms,ba,Yandex,False
ms,be,Yandex,False
ms,be-tarask,Yandex,False
ms,bn,Yandex,False
ms,bg,Yandex,False
ms,bs,Yandex,False
ms,ca,Yandex,False
ms,ceb,Yandex,False
ms,cs,Yandex,False
ms,cv,Yandex,False
ms,cy,Yandex,False
ms,da,Yandex,False
ms,de,Yandex,False
ms,el,Yandex,False
ms,en,Yandex,False
ms,eo,Yandex,False
ms,es,Yandex,False
ms,et,Yandex,False
ms,eu,Yandex,False
ms,fa,Yandex,False
ms,fi,Yandex,False
ms,fr,Yandex,False
ms,ga,Yandex,False
ms,gd,Yandex,False
ms,gl,Yandex,False
ms,gu,Yandex,False
ms,he,Yandex,False
ms,hi,Yandex,False
ms,hr,Yandex,False
ms,ht,Yandex,False
ms,hu,Yandex,False
ms,hy,Yandex,False
ms,id,Yandex,False
ms,is,Yandex,False
ms,it,Yandex,False
ms,ja,Yandex,False
ms,jv,Yandex,False
ms,ka,Yandex,False
ms,kk,Yandex,False
ms,km,Yandex,False
ms,kn,Yandex,False
ms,ko,Yandex,False
ms,ky,Yandex,False
ms,la,Yandex,False
ms,lb,Yandex,False
ms,lo,Yandex,False
ms,lt,Yandex,False
ms,lv,Yandex,False
ms,mi,Yandex,False
ms,mg,Yandex,False
ms,mhr,Yandex,False
ms,ml,Yandex,False
ms,mk,Yandex,False
ms,mn,Yandex,False
ms,mrj,Yandex,False
ms,mr,Yandex,False
ms,mt,Yandex,False
ms,my,Yandex,False
ms,nb,Yandex,False
ms,ne,Yandex,False
ms,nl,Yandex,False
ms,pa,Yandex,False
ms,pap,Yandex,False
ms,pl,Yandex,False
ms,pt,Yandex,False
ms,ro,Yandex,False
ms,ru,Yandex,False
ms,sah,Yandex,False
ms,sh,Yandex,False
ms,si,Yandex,False
ms,simple,Yandex,False
ms,sk,Yandex,False
ms,sl,Yandex,False
ms,sq,Yandex,False
ms,sr,Yandex,False
ms,su,Yandex,False
ms,sv,Yandex,False
ms,sw,Yandex,False
ms,ta,Yandex,False
ms,te,Yandex,False
ms,tg,Yandex,False
ms,th,Yandex,False
ms,tl,Yandex,False
ms,tr,Yandex,False
ms,tt,Yandex,False
ms,udm,Yandex,False
ms,uk,Yandex,False
ms,ur,Yandex,False
ms,uz,Yandex,False
ms,vi,Yandex,False
ms,wuu,Yandex,False
ms,xh,Yandex,False
ms,yi,Yandex,False
ms,zh,Yandex,False
mt,af,Yandex,False
mt,am,Yandex,False
mt,ar,Yandex,False
mt,az,Yandex,False
mt,ba,Yandex,False
mt,be,Yandex,False
mt,be-tarask,Yandex,False
mt,bn,Yandex,False
mt,bg,Yandex,False
mt,bs,Yandex,False
mt,ca,Yandex,False
mt,ceb,Yandex,False
mt,cs,Yandex,False
mt,cv,Yandex,False
mt,cy,Yandex,False
mt,da,Yandex,False
mt,de,Yandex,False
mt,el,Yandex,False
mt,en,Yandex,False
mt,eo,Yandex,False
mt,es,Yandex,False
mt,et,Yandex,False
mt,eu,Yandex,False
mt,fa,Yandex,False
mt,fi,Yandex,False
mt,fr,Yandex,False
mt,ga,Yandex,False
mt,gd,Yandex,False
mt,gl,Yandex,False
mt,gu,Yandex,False
mt,he,Yandex,False
mt,hi,Yandex,False
mt,hr,Yandex,False
mt,ht,Yandex,False
mt,hu,Yandex,False
mt,hy,Yandex,False
mt,id,Yandex,False
mt,is,Yandex,False
mt,it,Yandex,False
mt,ja,Yandex,False
mt,jv,Yandex,False
mt,ka,Yandex,False
mt,kk,Yandex,False
mt,km,Yandex,False
mt,kn,Yandex,False
mt,ko,Yandex,False
mt,ky,Yandex,False
mt,la,Yandex,False
mt,lb,Yandex,False
mt,lo,Yandex,False
mt,lt,Yandex,False
mt,lv,Yandex,False
mt,mi,Yandex,False
mt,mg,Yandex,False
mt,mhr,Yandex,False
mt,ml,Yandex,False
mt,mk,Yandex,False
mt,mn,Yandex,False
mt,mrj,Yandex,False
mt,mr,Yandex,False
mt,ms,Yandex,False
mt,my,Yandex,False
mt,nb,Yandex,False
mt,ne,Yandex,False
mt,nl,Yandex,False
mt,pa,Yandex,False
mt,pap,Yandex,False
mt,pl,Yandex,False
mt,pt,Yandex,False
mt,ro,Yandex,False
mt,ru,Yandex,False
mt,sah,Yandex,False
mt,sh,Yandex,False
mt,si,Yandex,False
mt,simple,Yandex,False
mt,sk,Yandex,False
mt,sl,Yandex,False
mt,sq,Yandex,False
mt,sr,Yandex,False
mt,su,Yandex,False
mt,sv,Yandex,False
mt,sw,Yandex,False
mt,ta,Yandex,False
mt,te,Yandex,False
mt,tg,Yandex,False
mt,th,Yandex,False
mt,tl,Yandex,False
mt,tr,Yandex,False
mt,tt,Yandex,False
mt,udm,Yandex,False
mt,uk,Yandex,False
mt,ur,Yandex,False
mt,uz,Yandex,False
mt,vi,Yandex,False
mt,wuu,Yandex,False
mt,xh,Yandex,False
mt,yi,Yandex,False
mt,zh,Yandex,False
my,af,Yandex,False
my,am,Yandex,False
my,ar,Yandex,False
my,az,Yandex,False
my,ba,Yandex,False
my,be,Yandex,False
my,be-tarask,Yandex,False
my,bn,Yandex,False
my,bg,Yandex,False
my,bs,Yandex,False
my,ca,Yandex,False
my,ceb,Yandex,False
my,cs,Yandex,False
my,cv,Yandex,False
my,cy,Yandex,False
my,da,Yandex,False
my,de,Yandex,False
my,el,Yandex,False
my,en,Yandex,False
my,eo,Yandex,False
my,es,Yandex,False
my,et,Yandex,False
my,eu,Yandex,False
my,fa,Yandex,False
my,fi,Yandex,False
my,fr,Yandex,False
my,ga,Yandex,False
my,gd,Yandex,False
my,gl,Yandex,False
my,gu,Yandex,False
my,he,Yandex,False
my,hi,Yandex,False
my,hr,Yandex,False
my,ht,Yandex,False
my,hu,Yandex,False
my,hy,Yandex,False
my,id,Yandex,False
my,is,Yandex,False
my,it,Yandex,False
my,ja,Yandex,False
my,jv,Yandex,False
my,ka,Yandex,False
my,kk,Yandex,False
my,km,Yandex,False
my,kn,Yandex,False
my,ko,Yandex,False
my,ky,Yandex,False
my,la,Yandex,False
my,lb,Yandex,False
my,lo,Yandex,False
my,lt,Yandex,False
my,lv,Yandex,False
my,mi,Yandex,False
my,mg,Yandex,False
my,mhr,Yandex,False
my,ml,Yandex,False
my,mk,Yandex,False
my,mn,Yandex,False
my,mrj,Yandex,False
my,mr,Yandex,False
my,ms,Yandex,False
my,mt,Yandex,False
my,nb,Yandex,False
my,ne,Yandex,False
my,nl,Yandex,False
my,pa,Yandex,False
my,pap,Yandex,False
my,pl,Yandex,False
my,pt,Yandex,False
my,ro,Yandex,False
my,ru,Yandex,False
my,sah,Yandex,False
my,sh,Yandex,False
my,si,Yandex,False
my,simple,Yandex,False
my,sk,Yandex,False
my,sl,Yandex,False
my,sq,Yandex,False
my,sr,Yandex,False
my,su,Yandex,False
my,sv,Yandex,False
my,sw,Yandex,False
my,ta,Yandex,False
my,te,Yandex,False
my,tg,Yandex,False
my,th,Yandex,False
my,tl,Yandex,False
my,tr,Yandex,False
my,tt,Yandex,False
my,udm,Yandex,False
my,uk,Yandex,False
my,ur,Yandex,False
my,uz,Yandex,False
my,vi,Yandex,False
my,wuu,Yandex,False
my,xh,Yandex,False
my,yi,Yandex,False
my,zh,Yandex,False
nb,af,Yandex,False
nb,am,Yandex,False
nb,ar,Yandex,False
nb,az,Yandex,False
nb,ba,Yandex,False
nb,be,Yandex,False
nb,be-tarask,Yandex,False
nb,bn,Yandex,False
nb,bg,Yandex,False
nb,bs,Yandex,False
nb,ca,Yandex,False
nb,ceb,Yandex,False
nb,cs,Yandex,False
nb,cv,Yandex,False
nb,cy,Yandex,False
nb,da,Yandex,False
nb,de,Yandex,False
nb,el,Yandex,False
nb,en,Yandex,False
nb,eo,Yandex,False
nb,es,Yandex,False
nb,et,Yandex,False
nb,eu,Yandex,False
nb,fa,Yandex,False
nb,fi,Yandex,False
nb,fr,Yandex,False
nb,ga,Yandex,False
nb,gd,Yandex,False
nb,gl,Yandex,False
nb,gu,Yandex,False
nb,he,Yandex,False
nb,hi,Yandex,False
nb,hr,Yandex,False
nb,ht,Yandex,False
nb,hu,Yandex,False
nb,hy,Yandex,False
nb,id,Yandex,False
nb,is,Yandex,False
nb,it,Yandex,False
nb,ja,Yandex,False
nb,jv,Yandex,False
nb,ka,Yandex,False
nb,kk,Yandex,False
nb,km,Yandex,False
nb,kn,Yandex,False
nb,ko,Yandex,False
nb,ky,Yandex,False
nb,la,Yandex,False
nb,lb,Yandex,False
nb,lo,Yandex,False
nb,lt,Yandex,False
nb,lv,Yandex,False
nb,mi,Yandex,False
nb,mg,Yandex,False
nb,mhr,Yandex,False
nb,ml,Yandex,False
nb,mk,Yandex,False
nb,mn,Yandex,False
nb,mrj,Yandex,False
nb,mr,Yandex,False
nb,ms,Yandex,False
nb,mt,Yandex,False
nb,my,Yandex,False
nb,ne,Yandex,False
nb,nl,Yandex,False
nb,pa,Yandex,False
nb,pap,Yandex,False
nb,pl,Yandex,False
nb,pt,Yandex,False
nb,ro,Yandex,False
nb,ru,Yandex,False
nb,sah,Yandex,False
nb,sh,Yandex,False
nb,si,Yandex,False
nb,simple,Yandex,False
nb,sk,Yandex,False
nb,sl,Yandex,False
nb,sq,Yandex,False
nb,sr,Yandex,False
nb,su,Yandex,False
nb,sv,Yandex,False
nb,sw,Yandex,False
nb,ta,Yandex,False
nb,te,Yandex,False
nb,tg,Yandex,False
nb,th,Yandex,False
nb,tl,Yandex,False
nb,tr,Yandex,False
nb,tt,Yandex,False
nb,udm,Yandex,False
nb,uk,Yandex,False
nb,ur,Yandex,False
nb,uz,Yandex,False
nb,vi,Yandex,False
nb,wuu,Yandex,False
nb,xh,Yandex,False
nb,yi,Yandex,False
nb,zh,Yandex,False
ne,af,Yandex,False
ne,am,Yandex,False
ne,ar,Yandex,False
ne,az,Yandex,False
ne,ba,Yandex,False
ne,be,Yandex,False
ne,be-tarask,Yandex,False
ne,bn,Yandex,False
ne,bg,Yandex,False
ne,bs,Yandex,False
ne,ca,Yandex,False
ne,ceb,Yandex,False
ne,cs,Yandex,False
